MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
précompte;précomptes;;
préconception;préconceptions;;
préconisateur;préconisateurs;préconisatrice;préconisatrice
préconisation;préconisations;;
préconiseur;préconiseurs;;
précontraint;précontraints;précontrainte;précontraintes
précurseur;précurseurs;;
précédent;précédents;précédente;précédentes
prédateur;prédateurs;prédatrice;prédatrices
prédation;prédations;;
prédelle;prédelles;;
prédestinatianisme;prédestinatianismes;;
prédestinatien;prédestinatiens;prédestinatienne;prédestinatiennes
prédestination;prédestinations;;
prédestinianisme;prédestinianismes;;
prédestiné;prédestinés;prédestinée;prédestinées
prédicable;prédicables;;
prédicament;prédicaments;;
prédicant;prédicants;;
prédicat;prédicats;;
prédicateur;prédicateurs;prédicatrice;prédicatrice
prédication;prédications;;
prédiction;prédictions;;
prédigestion;prédigestions;;
prédilection;prédilections;;
prédisposition;prédispositions;;
prédominance;prédominances;;
prédécesseur;prédécesseurs;;
prédécès;;;
prédéterminant;prédéterminants;;
prédétermination;prédéterminations;;
prédéterminisme;prédéterminismes;;
prée;prées;;
préemption;préemptions;;
préexcellence;préexcellences;;
préexistence;préexistences;;
préfabrication;préfabrications;;
préfabriqué;préfabriqués;;
préface;préfaces;;
préfacier;préfaciers;préfacière;préfacières
préfecture;préfectures;;
préfet;préfets;préfète;préfètes
préfiguration;préfigurations;;
préfixation;préfixations;;
préfixe;préfixes;;
préfixion;préfixions;;
préformage;préformages;;
préformation;préformations;;
préforme;préformes;;
préférence;préférences;;
préférendum;préférendums;;
prégnance;prégnances;;
préhension;préhensions;;
préhistoire;préhistoires;;
préhistorien;préhistoriens;préhistorienne;préhistoriennes
préjudice;préjudices;;
préjugé;préjugés;;
prélart;prélarts;;
prélat;prélats;;
prélation;prélations;;
prélature;prélatures;;
prélegs;;;
prélibation;prélibations;;
préliminaire;préliminaires;;
prélude;préludes;;
prélèvement;prélèvements;;
prémices;;;
prémisse;prémisses;;
prémolaire;prémolaires;;
prémonition;prémonitions;;
prémontré;prémontrés;prémontrée;prémontrées
prémotion;prémotions;;
prémunition;prémunitions;;
préméditation;préméditations;;
prénom;prénoms;;
prénommé;prénommés;prénommée;prénommées
prénotion;prénotions;;
préoccupation;préoccupations;;
préparateur;préparateurs;préparatrice;préparatrices
préparatif;préparatifs;;
préparation;préparations;;
prépondérance;prépondérances;;
préposition;prépositions;;
préposé;préposés;préposée;préposées
prépotence;prépotences;;
prépuce;prépuces;;
préraphaélisme;préraphaélismes;;
préraphaéliste;préraphaélistes;;
préraphaélite;préraphaélites;;
prérogative;prérogatives;;
préromantisme;préromantismes;;
présage;présages;;
présence;présences;;
présent;présents;présente;présentes
présentateur;présentateurs;présentatrice;présentatrices
présentation;présentations;;
présentification;présentifications;;
présentoir;présentoirs;;
préservateur;préservateurs;préservatrice;préservatrices
préservatif;préservatifs;;
préservation;préservations;;
préside;présides;;
présidence;présidences;;
président;présidents;présidente;présidentes
présidentialisme;présidentialismes;;
présidial;présidiaux;;
présidialité;présidialités;;
présomption;présomptions;;
présupposition;présuppositions;;
présupposé;présupposés;;
présure;présures;;
préséance;préséances;;
présélection;présélections;;
prétendant;prétendants;prétendante;prétendantes
prétendu;prétendus;prétendue;prétendues
prétentieux;;prétentieuse;prétentieuses
prétention;prétentions;;
préteur;préteurs;préteuse;préteuses
prétexte;prétextes;;
prétoire;prétoires;;
prétorien;prétoriens;;
préture;prétures;;
prétérit;prétérits;;
prétérition;prétéritions;;
prévalence;prévalences;;
prévaricateur;prévaricateurs;prévaricatrice;prévaricatrices
prévarication;prévarications;;
prévenance;prévenances;;
prévention;préventions;;
préventionnaire;préventionnaires;;
préventorium;préventoriums;;
prévenu;prévenus;prévenue;prévenues
préverbe;préverbes;;
prévisibilité;prévisibilités;;
prévision;prévisions;;
prévisionniste;prévisionnistes;;
prévoyance;prévoyances;;
prévu;prévus;;
prévôt;prévôts;;
prévôté;prévôtés;;
prééminence;prééminences;;
prêche;prêches;;
prêcherie;prêcheries;;
prêcheur;prêcheurs;prêcheuse;prêcheuse
prêt;prêts;;
prêtant;prêtants;;
prêteur;prêteurs;prêteuse;prêteuses
prêtraille;prêtrailles;;
prêtre;prêtres;prêtresse;prêtresses
prêtrise;prêtrises;;
prêté;prêtés;;
prône;prônes;;
prôneur;prôneurs;prôneuse;prôneuses
psallette;psallettes;;
psalliote;psalliotes;;
psalmiste;psalmistes;;
psalmodie;psalmodies;;
psaltérion;psaltérions;;
psammite;psammites;;
psammophile;psammophiles;;
psaume;psaumes;;
psautier;psautiers;;
pschent;pschents;;
pseudonyme;pseudonymes;;
pseudonymie;pseudonymies;;
pseudopode;pseudopodes;;
pseudépigraphe;pseudépigraphes;;
psi;psis;;
psilose;psiloses;;
psittacidés;;;
psittacisme;psittacismes;;
psittacose;psittacoses;;
psoas;;;
psoque;psoques;;
psora;psoras;;
psoriasis;;;
psoropte;psoroptes;;
psy;psys;;
psychagogie;psychagogies;;
psychagogue;psychagogues;;
psychanalyse;psychanalyses;;
psychanalyste;psychanalystes;;
psychasthénie;psychasthénies;;
psychiatre;psychiatres;;
psychiatrie;psychiatries;;
psychisme;psychismes;;
psychochirurgie;psychochirurgies;;
psychodrame;psychodrames;;
psychogenèse;psychogenèses;;
psychographie;psychographies;;
psychogénie;psychogénies;;
psycholeptique;psycholeptiques;;
psycholinguistique;psycholinguistiques;;
psychologie;psychologies;;
psychologisme;psychologismes;;
psychologiste;psychologistes;;
psychologue;psychologues;;
psychomotricité;psychomotricités;;
psychométrie;psychométries;;
psychonévrose;psychonévroses;;
psychopathe;psychopathes;;
psychopathie;psychopathies;;
psychopathologie;psychopathologies;;
psychophysicien;psychophysiciens;psychophysicienne;psychophysiciennes
psychophysiologie;psychophysiologies;;
psychophysiologiste;psychophysiologistes;;
psychophysique;psychophysiques;;
psychopédagogie;psychopédagogies;;
psychose;psychoses;;
psychosociologie;psychosociologies;psycho-sociologie;psychosociologies
psychosociologue;psychosociologues;;
psychosomaticien;psychosomaticiens;psychosomaticienne;psychosomaticiennes
psychostasie;psychostasies;;
psychotechnicien;psychotechniciens;psychotechnicienne;psychotechniciennes
psychotechnique;psychotechniques;;
psychothérapeute;psychothérapeutes;;
psychothérapie;psychothérapies;;
psychotique;psychotiques;;
psychotonique;psychotoniques;;
psychotrope;psychotropes;;
psychromètre;psychromètres;;
psyché;psychés;;
psychédélisme;psychédélismes;;
psylle;psylles;;
psyllium;psylliums;;
ptarmigan;ptarmigans;;
pteris;;;
ptomaïne;ptomaïnes;;
ptose;ptoses;;
ptosis;;;
ptyaline;ptyalines;;
ptyalisme;ptyalismes;;
ptéride;ptérides;;
ptérodactyle;ptérodactyles;;
ptéropodes;;;
ptérosaures;;;
ptérosauriens;;;
ptérygotes;;;
ptérygoïde;ptérygoïdes;;
puant;puants;puante;puantes
puanteur;puanteurs;;
pub;pubs;;
puberté;pubertés;;
pubescence;pubescences;;
pubis;;;
public;publics;;
publicain;publicains;;
publication;publications;;
publiciste;publicistes;;
publicité;publicités;;
puce;puces;;
puceau;puceaux;pucelle;pucelles
pucelage;pucelages;;
puceron;pucerons;;
puche;puches;;
pucier;puciers;;
pudding;puddings;;
puddlage;puddlages;;
puddleur;puddleurs;puddleuse;puddleuses
pudenda;;;
pudeur;pudeurs;;
pudibonderie;pudibonderies;;
pudicité;pudicités;;
puerpéralité;puerpéralités;;
puff;puffs;;
puffin;puffins;;
puffisme;puffismes;;
puffiste;puffistes;;
pugilat;pugilats;;
pugiliste;pugilistes;;
pugnacité;pugnacités;;
puisage;puisages;;
puisard;puisards;;
puisatier;puisatiers;puisatière;puisatières
puisette;puisettes;;
puiseur;puiseurs;puiseuse;puiseuses
puisoir;puisoirs;;
puissance;puissances;;
puits;;;
pulicaire;pulicaires;;
pullman;pullmans;;
pullorose;pulloroses;;
pullulation;pullulations;;
pullulement;pullulements;;
pulmonaire;pulmonaires;;
pulmonie;pulmonies;;
pulmonique;pulmoniques;;
pulpation;pulpations;;
pulpe;pulpes;;
pulpectomie;pulpectomies;;
pulpite;pulpites;;
pulpolithe;pulpolithes;;
pulpotomie;pulpotomies;;
pulque;pulques;;
pulsateur;pulsateurs;;
pulsatille;pulsatilles;;
pulsation;pulsations;;
pulseur;pulseurs;;
pulsion;pulsions;;
pulvérin;pulvérins;;
pulvérisateur;pulvérisateurs;;
pulvérisation;pulvérisations;;
pulvériseur;pulvériseurs;;
pulvérulence;pulvérulences;;
puma;pumas;;
pumicite;pumicites;;
puna;punas;;
punaise;punaises;;
punaisie;punaisies;;
punch;punchs;;
puncheur;puncheurs;puncheuse;puncheuses
punctum;punctums;;
punique;puniques;;
punisseur;punisseurs;punisseuse;punisseuses
punition;punitions;;
puntarelle;puntarelles;;
puntilla;puntillas;;
pupazzo;pupazzos;;
pupe;pupes;;
pupille;pupilles;;
pupinisation;pupinisations;;
pupitre;pupitres;;
pupitreur;pupitreurs;pupitreuse;pupitreuse
pur;purs;pure;pures
pureau;pureaux;;
pureté;puretés;;
purgatif;purgatifs;;
purgation;purgations;;
purgatoire;purgatoires;;
purge;purges;;
purgeage;purgeages;;
purgeoir;purgeoirs;;
purgeur;purgeurs;purgeuse;purgeuses
purificateur;purificateurs;purificatrice;purificatrice
purification;purifications;;
purificatoire;purificatoires;;
purin;purins;;
purine;purines;;
purisme;purismes;;
puriste;puristes;;
puritain;puritains;puritaine;puritaines
puritanisme;puritanismes;;
purot;purots;;
purotin;purotins;;
purpura;purpuras;;
purpurin;purpurins;purpurine;purpurines
purulence;purulences;;
purée;purées;;
pus;;;
puseyisme;puseyismes;;
pusillanimité;pusillanimités;;
pustule;pustules;;
putain;putains;;
putamen;putamens;;
putanisme;putanismes;;
putasserie;putasseries;;
putassier;putassiers;putassière;putassières
pute;putes;;
putier;putiers;;
putois;;;
putrescence;putrescences;;
putrescibilité;putrescibilités;;
putridité;putridités;;
putréfaction;putréfactions;;
putsch;putschs;;
putschiste;putschistes;;
putt;putts;;
puy;puys;;
puzzle;puzzles;;
puériculteur;puériculteurs;puéricultrice;puéricultrices
puériculture;puéricultures;;
puérilisme;puérilismes;;
puérilité;puérilités;;
pygargue;pygargues;;
pygmée;pygmées;;
pyjama;pyjamas;;
pylore;pylores;;
pylône;pylônes;;
pyorrhée;pyorrhées;;
pyrale;pyrales;;
pyralène;pyralènes;;
pyramide;pyramides;;
pyramidion;pyramidions;;
pyramidon;pyramidons;;
pyrex;;;
pyrexie;pyrexies;;
pyridine;pyridines;;
pyrite;pyrites;;
pyrograveur;pyrograveurs;pyrograveuse;pyrograveuse
pyrogravure;pyrogravures;;
pyrogène;pyrogènes;;
pyrogénation;pyrogénations;;
pyroligneux;;;
pyrolyse;pyrolyses;;
pyromane;pyromanes;;
pyromanie;pyromanies;;
pyromètre;pyromètres;;
pyrométrie;pyrométries;;
pyrope;pyropes;;
pyrophore;pyrophores;;
pyroscaphe;pyroscaphes;;
pyrosis;;;
pyrotechnicien;pyrotechniciens;pyrotechnicienne;pyrotechniciennes
pyrotechnie;pyrotechnies;;
pyroxyle;pyroxyles;;
pyroxène;pyroxènes;;
pyrrhique;pyrrhiques;;
pyrrhonien;pyrrhoniens;pyrrhonienne;pyrrhoniennes
pyrrhonisme;pyrrhonismes;;
pyrrol;pyrrols;;
pyrèthre;pyrèthres;;
pyrée;pyrées;;
pyrénéen;pyrénéens;pyrénéenne;pyrénéennes
pyrénéite;pyrénéites;;
pythagoricien;pythagoriciens;pythagoricienne;pythagoriciennes
pythagorisme;pythagorismes;;
pythie;pythies;;
python;pythons;;
pythonisse;pythonisses;;
pyurie;pyuries;;
pyxide;pyxides;;
pyélite;pyélites;;
pâleur;pâleurs;;
pâlissement;pâlissements;;
pâmoison;pâmoisons;;
pâquerette;pâquerettes;;
pâques;;;
pâquis;;;
pâte;pâtes;;
pâtira;;;
pâtiras;;;
pâtis;;;
pâtisserie;pâtisseries;;
pâtissier;pâtissiers;pâtissière;pâtissières
pâtissoire;pâtissoires;;
pâton;pâtons;;
pâtonnage;pâtonnages;;
pâtre;pâtres;;
pâturage;pâturages;;
pâture;pâtures;;
pâtureau;pâtureaux;;
pâturin;pâturins;;
pâté;pâtés;;
pâtée;pâtées;;
pègre;pègres;;
pèlerin;pèlerins;pèlerine;pèlerines
pèlerinage;pèlerinages;;
père;pères;;
pèze;pèzes;;
péage;péages;;
péagiste;péagistes;;
pébrine;pébrines;;
pécari;pécaris;;
pécheur;pécheurs;pécheresse;pécheresses
péché;péchés;;
pécoptéris;;;
pécore;pécores;;
pécu;pécus;;
péculat;péculats;;
pécule;pécules;;
pécune;pécunes;;
pédagogie;pédagogies;;
pédagogisme;pédagogismes;;
pédagogue;pédagogues;;
pédale;pédales;;
pédalier;pédaliers;;
pédalo;pédalos;;
pédant;pédants;pédante;pédantes
pédanterie;pédanteries;;
pédantisme;pédantismes;;
pédestrianisme;pédestrianismes;;
pédiatre;pédiatres;;
pédiatrie;pédiatries;;
pédicellaire;pédicellaires;;
pédicelle;pédicelles;;
pédiculaire;pédiculaires;;
pédicule;pédicules;;
pédicure;pédicures;;
pédiluve;pédiluves;;
pédimanes;;;
pédiment;pédiments;;
pédologie;pédologies;;
pédologue;pédologues;;
pédoncule;pédoncules;;
pédéraste;pédérastes;;
pédérastie;pédérasties;;
pégase;pégases;;
pégriot;pégriots;;
péjoration;péjorations;;
pékan;pékans;;
pékin;pékins;;
pékinois;;pékinoise;pékinoises
pékiné;pékinés;pékinée;pékinées
pélagianisme;pélagianismes;;
pélagie;pélagies;;
pélagien;pélagiens;pélagienne;pélagiennes
pélamide;pélamides;;
pélargonium;pélargoniums;;
pélaud;pélauds;;
péliade;péliades;;
pélican;pélicans;;
pélécaniformes;;;
pélécypodes;;;
pénalisation;pénalisations;;
pénalité;pénalités;;
pénalty;pénaltys;;
pénates;;;
pénibilité;pénibilités;;
péniche;péniches;;
pénicille;pénicilles;;
pénicillinase;pénicillinases;;
pénicilline;pénicillines;;
pénil;pénils;;
péninsule;péninsules;;
pénis;;;
pénitence;pénitences;;
pénitencerie;pénitenceries;;
pénitencier;pénitenciers;;
pénitent;pénitents;pénitente;pénitentes
pénitentiaire;pénitentiaires;;
pénitentiel;pénitentiels;;
pénombre;pénombres;;
pénurie;pénuries;;
pénélope;pénélopes;;
pénéplaine;pénéplaines;;
pénéplanation;pénéplanations;;
pénétrabilité;pénétrabilités;;
pénétrance;pénétrances;;
pénétrant;pénétrants;pénétrante;pénétrantes
pénétration;pénétrations;;
pénétromètre;pénétromètres;;
péon;péons;;
péotte;péottes;;
péperin;péperins;;
pépettes;;;
pépie;pépies;;
pépiement;pépiements;;
pépin;pépins;;
pépinière;pépinières;;
pépiniériste;pépiniéristes;;
pépite;pépites;;
péplos;;;
péplum;péplums;;
pépon;pépons;;
péponide;péponides;;
pépère;pépères;;
pépé;pépés;;
pépée;pépées;;
péquenot;péquenots;péquenotte;péquenottes
péramèle;péramèles;;
péremption;péremptions;;
pérennité;pérennités;;
péri;péris;;
périanthe;périanthes;;
péribole;périboles;;
péricarde;péricardes;;
péricardite;péricardites;;
péricarpe;péricarpes;;
périchondre;périchondres;;
