MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
illisible;illisibles;;illocutionnaires
illocutionnaire;illocutionnaires;;illocutoires
illocutoire;illocutoires;;illogiques
illogique;illogiques;;illuminants
illuminant;illuminants;illuminante;illuminantes
illuminateur;illuminateurs;illuminatrice;illuminatrices
illuminatif;illuminatifs;illuminative;illuminatives
illuminé;illuminés;illuminée;illuminées
illusoire;illusoires;;illustratifs
illustratif;illustratifs;illustrative;illustratives
illustre;illustres;;illustrissimes
illustrissime;illustrissimes;;illustrés
illustré;illustrés;illustrée;illustrées
illuvial;illuviaux;illuviale;illuviales
illyrien;illyriens;illyriennes;illyrienne
illégal;illégaux;illégale;illégales
illégitime;illégitimes;;imagiers
imagier;imagiers;imagière;imagières
imaginable;imaginables;;imaginaires
imaginaire;imaginaires;;imaginaux
imaginal;imaginaux;imaginale;imaginales
imaginant;imaginants;imaginante;imaginantes
imaginatif;imaginatifs;imaginative;imaginatives
imaginé;imaginés;imaginée;imaginées
imagiste;imagistes;;imagés
imagé;imagés;imagée;imagées
imbattable;imbattables;;imbattus
imbattu;imbattus;imbattue;imbattues
imbelle;imbelles;;imberbes
imberbe;imberbes;;imbriaques
imbriaque;imbriaques;;imbriqués
imbriqué;imbriqués;imbriquée;imbriquées
imbrisable;imbrisables;;imbus
imbu;imbus;imbue;imbues
imbuvable;imbuvables;;imbéciles
imbécile;imbéciles;;imitables
imitable;imitables;;imitateurs
imitateur;imitateurs;imitatrice;imitatrices
imitatif;imitatifs;imitative;imitatives
immaculé;immaculés;immaculée;immaculées
immanent;immanents;immanente;immanentes
immangeable;immangeables;;immaniables
immaniable;immaniables;;immanquables
immanquable;immanquables;;immarcescibles
immarcescible;immarcescibles;;immarcessibles
immarcessible;immarcessibles;;immariables
immariable;immariables;;immatures
immature;immatures;;immatériels
immatériel;immatériels;immatérielle;immatérielles
immaîtrisable;immaîtrisables;;immenses
immense;immenses;;immensurables
immensurable;immensurables;;immergés
immergé;immergés;immergée;immergées
immesuré;immesurés;immesurée;immesurées
immettable;immettables;;immeubles
immeuble;immeubles;;immigrants
immigrant;immigrants;immigrante;immigrantes
immigré;immigrés;immigrée;immigrées
imminent;imminents;imminente;imminentes
immiscible;immiscibles;;immobiles
immobile;immobiles;;immobiliers
immobilier;immobiliers;immobilière;immobilières
immobiliste;immobilistes;;immodestes
immodeste;immodestes;;immodifiables
immodifiable;immodifiables;;immodérés
immodéré;immodérés;immodérée;immodérées
immonde;immondes;;immoraux
immoral;immoraux;immorale;immorales
immoraliste;immoralistes;;immortels
immortel;immortels;immortelle;immortelles
immortifié;immortifiés;immortifiée;immortifiées
immotivé;immotivés;immotivée;immotivées
immuable;immuables;;immuns
immun;immuns;immune;immunes
immunitaire;immunitaires;;immunogènes
immunogène;immunogènes;;immunologiques
immunologique;immunologiques;;immunologistes
immunologiste;immunologistes;;immutables
immutable;immutables;;immédiats
immédiat;immédiats;immédiate;immédiates
immémorable;immémorables;;immémoriaux
immémorial;immémoriaux;immémoriale;immémoriales
immémoré;immémorés;immémorée;immémorées
immérité;immérités;imméritée;imméritées
impair;impairs;impaire;impaires
impalpable;impalpables;;impaludés
impaludé;impaludés;impaludée;impaludées
imparable;imparables;;impardonnables
impardonnable;impardonnables;;imparfaits
imparfait;imparfaits;imparfaite;imparfaites
imparisyllabe;imparisyllabes;;imparisyllabiques
imparisyllabique;imparisyllabiques;;impartageables
impartageable;impartageables;;impartiaux
impartial;impartiaux;impartiale;impartiales
impassable;impassables;;impassibles
impassible;impassibles;;impatients
impatient;impatients;impatiente;impatientes
impatientant;impatientants;impatientante;impatientantes
impavide;impavides;;impayables
impayable;impayables;;impayés
impayé;impayés;impayée;impayées
impeccable;impeccables;impecc;
impensable;impensables;;imperceptibles
imperceptible;imperceptibles;;imperdables
imperdable;imperdables;;imperfectibles
imperfectible;imperfectibles;;imperfectifs
imperfectif;imperfectifs;imperfective;imperfectives
imperforé;imperforés;imperforée;imperforées
impermutable;impermutables;;imperméables
imperméable;imperméables;;impersonnels
impersonnel;impersonnels;impersonnelle;impersonnelles
impertinent;impertinents;impertinente;impertinentes
imperturbable;imperturbables;;impeuplés
impeuplé;impeuplés;impeuplée;impeuplées
impie;impies;;impitoyables
impitoyable;impitoyables;;implacables
implacable;implacables;;implantés
implanté;implantés;implantée;implantées
implexe;implexes;;impliables
impliable;impliables;;implicites
implicite;implicites;;implorants
implorant;implorants;implorante;implorantes
implorateur;implorateurs;imploratrice;imploratrices
implosif;implosifs;implosive;implosives
imployable;imployables;;impolarisables
impolarisable;impolarisables;;impolis
impoli;impolis;impolie;impolies
impolitique;impolitiques;;impollus
impollu;impollus;impollue;impollues
impollué;impollués;impolluée;impolluées
impondérable;impondérables;;impopulaires
impopulaire;impopulaires;;importants
important;importants;importante;importantes
importateur;importateurs;importatrice;importatrices
importun;importuns;importune;importunes
imposable;imposables;;imposants
imposant;imposants;imposante;imposantes
impossible;impossibles;;imposés
imposé;imposés;imposée;imposées
impotable;impotables;;impotents
impotent;impotents;impotente;impotentes
impraticable;impraticables;;impratiqués
impratiqué;impratiqués;impratiquée;impratiquées
imprenable;imprenables;;imprescriptibles
imprescriptible;imprescriptibles;;impresses
impresse;impresses;;impressibles
impressible;impressibles;;impressifs
impressif;impressifs;impressive;impressives
impressionnable;impressionnables;;impressionnants
impressionnant;impressionnants;impressionnante;impressionnantes
impressionnel;impressionnels;impressionnelle;impressionnelles
impressionniste;impressionnistes;;imprimants
imprimant;imprimants;imprimante;imprimantes
imprimé;imprimés;imprimée;imprimées
improbable;improbables;;improbateurs
improbateur;improbateurs;improbatrice;improbatrices
improbatif;improbatifs;improbative;improbatives
improbe;improbes;;improductifs
improductif;improductifs;improductive;improductives
impromptu;impromptus;impromptue;impromptues
imprononçable;imprononçables;;impropres
impropre;impropres;;improuvables
improuvable;improuvables;;improvisateurs
improvisateur;improvisateurs;improvisatrice;improvisatrices
imprudent;imprudents;imprudente;imprudentes
imprécatoire;imprécatoires;;imprécise
imprécis;imprécise;imprécises;
imprécisable;imprécisables;;imprévisibles
imprévisible;imprévisibles;;imprévoyables
imprévoyable;imprévoyables;;imprévoyants
imprévoyant;imprévoyants;imprévoyante;imprévoyantes
imprévu;imprévus;imprévue;imprévues
impubliable;impubliables;;impubères
impubère;impubères;;impudents
impudent;impudents;impudente;impudentes
impudique;impudiques;;impuissants
impuissant;impuissants;impuissante;impuissantes
impulsif;impulsifs;impulsive;impulsives
impuni;impunis;impunie;impunies
impunissable;impunissables;;impurs
impur;impurs;impure;impures
imputable;imputables;;imputrescibles
imputrescible;imputrescibles;;impécunieuse
impécunieux;impécunieuse;impécunieuses;
impénitent;impénitents;impénitente;impénitentes
impénétrable;impénétrables;;impénétrés
impénétré;impénétrés;impénétrée;impénétrées
impératif;impératifs;impérative;impératives
impérial;impériaux;impériale;impériales
impérialiste;impérialistes;;impérieuse
impérieux;impérieuse;impérieuses;
impérissable;impérissables;;impétigineuse
impétigineux;impétigineuse;impétigineuses;
impétrable;impétrables;;impétueuse
impétueux;impétueuse;impétueuses;
inabordable;inabordables;;inabrités
inabrité;inabrités;inabritée;inabritées
inabrogeable;inabrogeables;;inaccentués
inaccentué;inaccentués;inaccentuée;inaccentuées
inacceptable;inacceptables;;inacceptés
inaccepté;inacceptés;inacceptée;inacceptées
inaccessible;inaccessibles;;inaccommodables
inaccommodable;inaccommodables;;inaccomplis
inaccompli;inaccomplis;inaccomplie;inaccomplies
inaccordable;inaccordables;;inaccostables
inaccostable;inaccostables;;inaccoutumés
inaccoutumé;inaccoutumés;inaccoutumée;inaccoutumées
inaccusable;inaccusables;;inachetables
inachetable;inachetables;;inachevables
inachevable;inachevables;;inachevés
inachevé;inachevés;inachevée;inachevées
inactif;inactifs;inactive;inactives
inactinique;inactiniques;;inactuels
inactuel;inactuels;inactuelle;inactuelles
inadaptable;inadaptables;;inadaptés
inadapté;inadaptés;inadaptée;inadaptées
inadmis;inadmise;inadmises;
inadmissible;inadmissibles;;inadéquats
inadéquat;inadéquats;inadéquate;inadéquates
inaffectueux;inaffectueuse;inaffectueuses;
inaffecté;inaffectés;inaffectée;inaffectées
inaliénable;inaliénables;;inalliables
inalliable;inalliables;;inaltérables
inaltérable;inaltérables;;inaltérés
inaltéré;inaltérés;inaltérée;inaltérées
inamendable;inamendables;;inamicaux
inamical;inamicaux;inamicale;inamicales
inamissible;inamissibles;;inamovibles
inamovible;inamovibles;;inamusables
inamusable;inamusables;;inanalysables
inanalysable;inanalysables;;inanes
inane;inanes;;inanimés
inanimé;inanimés;inanimée;inanimées
inapaisable;inapaisables;;inapaisés
inapaisé;inapaisés;inapaisée;inapaisées
inaperçu;inaperçus;inaperçue;inaperçues
inapparent;inapparents;inapparente;inapparentes
inapplicable;inapplicables;;inappliqués
inappliqué;inappliqués;inappliquée;inappliquées
inapprivoisable;inapprivoisables;;inapprivoisés
inapprivoisé;inapprivoisés;inapprivoisée;inapprivoisées
inapprochable;inapprochables;;inappréciables
inappréciable;inappréciables;;inappréciés
inapprécié;inappréciés;inappréciée;inappréciées
inapprêté;inapprêtés;inapprêtée;inapprêtées
inapte;inaptes;;inarrachables
inarrachable;inarrachables;;inarrangeables
inarrangeable;inarrangeables;;inarticulables
inarticulable;inarticulables;;inarticulés
inarticulé;inarticulés;inarticulée;inarticulées
inassermenté;inassermentés;inassermentée;inassermentées
inassignable;inassignables;;inassimilables
inassimilable;inassimilables;;inassouvis
inassouvi;inassouvis;inassouvie;inassouvies
inassouvissable;inassouvissables;;inattaquables
inattaquable;inattaquables;;inattaqués
inattaqué;inattaqués;inattaquée;inattaquées
inatteignable;inatteignables;;inattendus
inattendu;inattendus;inattendue;inattendues
inattentif;inattentifs;inattentive;inattentives
inaudible;inaudibles;;inauguraux
inaugural;inauguraux;inaugurale;inaugurales
inauthentique;inauthentiques;;inavertis
inaverti;inavertis;inavertie;inaverties
inavouable;inavouables;;inavoués
inavoué;inavoués;inavouée;inavouées
inca;incas;;incalculables
incalculable;incalculables;;incandescents
incandescent;incandescents;incandescente;incandescentes
incantateur;incantateurs;incantatrice;incantatrices
incantatoire;incantatoires;;incapables
incapable;incapables;;incarcérables
incarcérable;incarcérables;;incarcérés
incarcéré;incarcérés;incarcérée;incarcérées
incarnadin;incarnadins;incarnadine;incarnadines
incarnat;incarnats;incarnate;incarnates
incarné;incarnés;incarnée;incarnées
incassable;incassables;;incendiaires
incendiaire;incendiaires;;incertains
incertain;incertains;incertaine;incertaines
incessant;incessants;incessante;incessantes
incessible;incessibles;;incestueuse
incestueux;incestueuse;incestueuses;
inchangeable;inchangeables;;inchangés
inchangé;inchangés;inchangée;inchangées
inchantable;inchantables;;inchavirables
inchavirable;inchavirables;;inchoatifs
inchoatif;inchoatifs;inchoative;inchoatives
incident;incidents;incidente;incidentes
incidentel;incidentels;incidentelle;incidentelles
incirconcis;incirconcise;incirconcises;
incisif;incisifs;incisive;incisives
incisé;incisés;incisée;incisées
incitant;incitants;incitante;incitantes
incitatif;incitatifs;incitative;incitatives
incivil;incivils;incivile;inciviles
incivilisable;incivilisables;;incivilisés
incivilisé;incivilisés;incivilisée;incivilisées
incivique;inciviques;;inclairvoyants
inclairvoyant;inclairvoyants;inclairvoyante;inclairvoyantes
inclassable;inclassables;;inclassés
inclassé;inclassés;inclassée;inclassées
incliné;inclinés;inclinée;inclinées
inclus;incluse;incluses;
inclusif;inclusifs;inclusive;inclusives
inclément;incléments;inclémente;inclémentes
incoagulable;incoagulables;;incoercibles
incoercible;incoercibles;;incognoscibles
incognoscible;incognoscibles;;incohérents
incohérent;incohérents;incohérente;incohérentes
incollable;incollables;;incolores
incolore;incolores;;incombustibles
incombustible;incombustibles;;incomestibles
incomestible;incomestibles;;incommensurables
incommensurable;incommensurables;;incommodants
incommodant;incommodants;incommodante;incommodantes
incommode;incommodes;;incommodés
incommodé;incommodés;incommodée;incommodées
incommunicable;incommunicables;;incommutables
incommutable;incommutables;;incomparables
incomparable;incomparables;;incompatibles
incompatible;incompatibles;;incomplets
incomplet;incomplets;incomplète;incomplètes
incomplexe;incomplexes;;incompressibles
incompressible;incompressibles;;incomprise
incompris;incomprise;incomprises;
incompréhensible;incompréhensibles;;incompréhensifs
incompréhensif;incompréhensifs;incompréhensive;incompréhensives
incomptable;incomptables;;incompétents
incompétent;incompétents;incompétente;incompétentes
inconcevable;inconcevables;;inconciliables
inconciliable;inconciliables;;inconditionnels
inconditionnel;inconditionnels;inconditionnelle;inconditionnelles
inconditionné;inconditionnés;inconditionnée;inconditionnées
inconfortable;inconfortables;;incongelables
incongelable;incongelables;;incongrus
incongru;incongrus;incongrue;incongrues
incongédiable;incongédiables;;inconnaissables
inconnaissable;inconnaissables;;inconnus
inconnu;inconnus;inconnue;inconnues
inconscient;inconscients;inconsciente;inconscientes
inconsidéré;inconsidérés;inconsidérée;inconsidérées
inconsistant;inconsistants;inconsistante;inconsistantes
inconsolable;inconsolables;;inconsolés
inconsolé;inconsolés;inconsolée;inconsolées
inconsommable;inconsommables;;inconsommés
inconsommé;inconsommés;inconsommée;inconsommées
inconstant;inconstants;inconstante;inconstantes
inconstitutionnel;inconstitutionnels;inconstitutionnelle;inconstitutionnelles
inconséquent;inconséquents;inconséquente;inconséquentes
incontentable;incontentables;;incontestables
incontestable;incontestables;;incontestés
incontesté;incontestés;incontestée;incontestées
incontinent;incontinents;incontinente;incontinentes
incontrôlable;incontrôlables;;incontrôlés
incontrôlé;incontrôlés;incontrôlée;incontrôlées
inconvenable;inconvenables;;inconvenants
inconvenant;inconvenants;inconvenante;inconvenantes
inconvertible;inconvertibles;;incoordonnés
incoordonné;incoordonnés;incoordonnée;incoordonnées
incorporable;incorporables;;incorporels
incorporel;incorporels;incorporelle;incorporelles
incorrect;incorrects;incorrecte;incorrectes
incorrigible;incorrigibles;;incorrompus
incorrompu;incorrompus;incorrompue;incorrompues
incorruptible;incorruptibles;;increvables
increvable;increvables;;incristallisables
incristallisable;incristallisables;;incrochetables
incrochetable;incrochetables;;incroyables
incroyable;incroyables;;incroyants
incroyant;incroyants;incroyante;incroyantes
incrustant;incrustants;incrustante;incrustantes
incrédule;incrédules;;incréés
incréé;incréés;incréée;incréées
incubateur;incubateurs;incubatrice;incubatrices
incuit;incuits;incuite;incuites
inculpé;inculpés;inculpée;inculpées
inculte;incultes;;incultivables
incultivable;incultivables;;incultivés
incultivé;incultivés;incultivée;incultivées
incunable;incunables;;incurables
incurable;incurables;;incurieuse
incurieux;incurieuse;incurieuses;
inde;indes;;indemnes
indemne;indemnes;;indescriptibles
indescriptible;indescriptibles;;indestructibles
